site;year;count;count_rendements
14;1980;;
14;1981;;
14;1982;;
14;1983;;
14;1984;;
14;1985;;
14;1986;;
14;1987;;
14;1988;;
14;1989;;
14;1990;;
14;1991;;
14;1992;;
14;1993;;
14;1994;;
14;1995;;
14;1996;;
14;1997;;
14;1998;;
14;1999;;
14;2000;;
14;2001;;
14;2002;;
14;2003;;
14;2004;;
14;2005;;
14;2006;;
14;2007;;
14;2008;26243,0;
14;2009;29392,0;0,11999390313607439
14;2010;34379,0;0,16967201959716927
14;2011;30442,0;-0,11451758340847606
14;2012;34641,0;0,13793443269167605
14;2013;32017,0;-0,07574839063537431
14;2014;40414,0;0,262266920698379
14;2015;36740,0;-0,09090909090909094
14;2016;31754,0;-0,13571039738704405
15;1980;;0,0
15;1981;;0,0
15;1982;;0,0
15;1983;;0,0
15;1984;;0,0
15;1985;;0,0
15;1986;;0,0
15;1987;;0,0
15;1988;;0,0
15;1989;;0,0
15;1990;;0,0
15;1991;;0,0
15;1992;;0,0
15;1993;;0,0
15;1994;;0,0
15;1995;;0,0
15;1996;;0,0
15;1997;;0,0
15;1998;;0,0
15;1999;;0,0
15;2000;;0,0
15;2001;;0,0
15;2002;;0,0
15;2003;;0,0
15;2004;;0,0
15;2005;38922,0;0,22573534042955212
15;2006;33473,0;-0,13999794460716308
15;2007;44372,0;0,3256057120664415
15;2008;57216,0;0,289461822771117
15;2009;22186,0;-0,6122413310961969
15;2010;38922,0;0,7543495898314252
15;2011;54881,0;0,4100251785622526
15;2012;69282,0;0,2624041107122683
15;2013;35419,0;-0,48877053202852117
15;2014;41258,0;0,16485502131624274
15;2015;49042,0;0,18866644044791303
15;2016;38144,0;-0,2222176909587701
1;1980;;0,0
1;1981;;0,0
1;1982;959,0;-0,9748584312080537
1;1983;307,0;-0,6798748696558916
1;1984;892,0;1,9055374592833876
1;1985;700,0;-0,2152466367713004
1;1986;221,0;-0,6842857142857143
1;1987;384,0;0,7375565610859729
1;1988;585,0;0,5234375
1;1989;892,0;0,5247863247863247
